Co_ID,Exchange,Name,"Root
Ticker"," QMV(C$)
31-August-2019 "," O/S Shares
31-August-2019 ",Sector,"Sub
Sector",Listing Type,"Date of 
TSX Listing
YYYYMMDD","HQ
Location","HQ
Region","Interlisted
Code_I","Interlisted
Code_II",Listed on OTC,"TSX 
Venture 
Grad","Former
CPC",Index,Clean Technology Primary Industry,Clean Technology Sub-Sector,Technology Sub-Sector ,"Consumer Products & Services
Sub-Sector",Real Estate Sub-Sector ,Life Sciences Sub-Sector,USA_City,USA_State,Asia Region,Israel Related,"Place of Incorporation
C=Canada
U=USA
F=Foreign",Fund Family,SP Grouping,SP_Type,SP_Sub,"Income Trust 
Conversion"," Volume YTD
31-August-2019 "," Value (C$) YTD
31-August-2019 "," Number of 
Trades YTD
31-August-2019 "," Number of
Months of 
Trading Data ",AFRICA,AUS/NZ/PNG,CANADA,CHINA & ASIA,LATIN AMERICA,OTHER,UK/EUROPE,USA,Oil and Gas,Gold,Silver,Copper,Nickel,Diamond,Molybdenum,Platinum/PGM,Iron,Lead,Zinc,Rare Earths,Potash,Lithium,Uranium,Coal,Tungsten,Base & Precious Metals,Mineral Properties (General),Other Properties
COR0032,TSX,Coro Mining Corp.,COP," 138,570,731 "," 1,458,639,269 ", Mining ,,IPO,20070709,BC,Canada,,,,,,,,,,,,,,,,,C,,,,,," 45,086,139 "," 4,193,877 "," 2,340 ", 8 ,,,,,Chile,,,,,1,,1,,,,,,,,,,,,,,1,,
NOR0045,TSX,Correvio Pharma Corp.,CORV," 135,860,357 "," 50,505,709 ", Life Sciences ,,TSXV Grad,20000725,BC,Canada,NasdaqCM,,,1,,,,,,,,Pharmaceuticals,,,,,C,,,,,," 2,495,146 "," 9,442,162 "," 16,495 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COR0028,TSX,Corridor Resources Inc.,CDH," 57,295,553 "," 88,147,005 ", Oil & Gas ,,TSXV Grad,20060417,NS,Canada,,,,1,,,,,,,,,,,,,C,,,,,," 5,561,419 "," 3,834,650 "," 2,023 ", 8 ,,,"NB,PEI,Quebec",,,,,,1,,,,,,,,,,,,,,,,,,,
COR0021,TSX,Corus Entertainment Inc.,CJR," 1,063,767,517 "," 208,581,866 ", Comm & Media ,,Other,19990903,ON,Canada,,,,,,,,,,,,,,,,,C,,,,,," 114,141,171 "," 701,036,534 "," 304,558 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COR0033,TSX,Corvus Gold Inc.,KOR," 276,658,599 "," 112,462,845 ", Mining ,,Other,20100830,BC,Canada,,,OTCQX,,,,,,,,,,,,,,C,,,,,," 13,827,022 "," 28,778,626 "," 16,563 ", 8 ,,,,,,,,NV,,1,,,,,,,,,,,,,,,,,,
COT0001,TSX,Cott Corporation,BCB," 2,259,239,114 "," 134,638,803 ", Consumer Products & Services ,,,19861210,USA,USA,NYSE,,,,,1,,,,Consumer Staples,,,Tampa,FL,,,C,,,,,," 30,436,424 "," 574,688,529 "," 226,642 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COU0009,TSX,CounterPath Corporation,PATH," 9,821,143 "," 5,952,208 ", Technology ,,TSXV Grad,20120820,BC,Canada,NasdaqCM,,,1,,,,,Software,,,,,,,,U,,,,,," 97,845 "," 233,360 ", 704 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPI0003,TSX,CPI Card Group Inc.,PMTS," 43,098,348 "," 11,223,528 ", Consumer Products & Services ,,IPO,20151015,USA,USA,NasdaqCM,,,,,,,,,Consumer Discretionary,,,Littleton,CO,,,U,,,,,," 160,736 "," 624,637 "," 1,243 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRE0010,TSX,Crescent Point Energy Corp.,CPG," 2,298,229,429 "," 547,197,483 ", Oil & Gas ,,TSXV Grad,20020930,AB,Canada,NYSE,,,1,,1,,,,,,,,,,,C,,,,,2003_2009," 785,505,420 "," 3,503,213,755 "," 965,106 ", 8 ,,,"AB,SK",,,,,,1,,,,,,,,,,,,,,,,,,,
CRE0015,TSX,Crescita Therapeutics Inc.,CTX," 19,722,533 "," 20,981,418 ", Life Sciences ,,Other,20160307,ON,Canada,,,,,,,,,,,,Pharmaceuticals,,,,,C,,,,,," 7,070,771 "," 6,035,119 "," 3,886 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRE0012,TSX,Crew Energy Inc.,CR," 90,601,453 "," 156,209,401 ", Oil & Gas ,,Other,20030908,AB,Canada,,,,,,,,,,,,,,,,,C,,,,,," 80,162,453 "," 77,945,980 "," 44,688 ", 8 ,,,"AB,BC",,,,,,1,,,,,,,,,,,,,,,,,,,
CRH0001,TSX,CRH Medical Corporation,CRH," 296,059,156 "," 72,033,858 ", Life Sciences ,,TSXV Grad,20120531,BC,Canada,NYSE MKT,,,1,,,,,,,,Healthcare Services and Supplies,,,,,C,,,,,," 17,504,534 "," 69,126,451 "," 88,828 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRO0013,TSX,Crombie Real Estate Investment Trust,CRR," 1,402,107,623 "," 89,648,825 ", Real Estate ,,IPO,20060322,NS,Canada,,,,,,1,,,,,Diversified,,,,,,C,,Income Trust,,REIT,," 29,422,644 "," 430,086,576 "," 153,748 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRO0017,TSX,Cronos Group Inc.,CRON," 4,938,065,564 "," 336,151,502 ", Life Sciences ,Cannabis,TSXV Grad,20180523,ON,Canada,NasdaqGM,,,1,1,1,,,,,,Medical Marijuana,,,,,C,,,,,," 281,181,993 "," 6,776,664,043 "," 1,519,818 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRO0016,TSX,Crown Capital Partners Inc.,CRWN," 87,012,210 "," 9,775,598 ", Financial Services ,,IPO,20150709,AB,Canada,,,,,,,,,,,,,,,,,C,,,,,," 671,573 "," 8,628,184 "," 1,743 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTR0001,TSX,CT Real Estate Investment Trust,CRT," 1,426,584,945 "," 97,178,811 ", Real Estate ,,IPO,20131023,ON,Canada,,,,,,,,,,,Industrial/Office/Retail/Residential,,,,,,C,,Income Trust,,REIT,," 25,036,662 "," 341,290,862 "," 108,616 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUI0001,TSX,CU Inc.,CIU," 135,840,000 "," 7,600,000 ", Utilities & Pipelines ,,Other,20070417,AB,Canada,,,,,,,,,,,,,,,,,C,,,,,," 1,219,654 "," 22,629,267 "," 1,015 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUR0007,TSX,Currency Exchange International Corp.,CXI," 121,745,673 "," 6,407,667 ", Financial Services ,,IPO,20120309,USA,USA,,,,,,,,,,,,,Orlando,FL,,,U,,,,,," 407,138 "," 9,122,611 ", 872 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYM0002,TSX,Cymbria Corporation,CYB," 847,790,166 "," 15,682,393 ", Financial Services ,,IPO,20081104,ON,Canada,,,,,,,,,,,,,,,,,C,,,,,," 1,348,972 "," 74,242,611 "," 6,271 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAT0009,TSX,Data Communications Management Corp.,DCM," 21,953,985 "," 21,523,515 ", Industrial Products & Services ,,IPO,20041220,ON,Canada,,,,,,,,,,,,,,,,,C,,,,,2012," 3,049,886 "," 3,749,819 "," 2,958 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DBO0001,TSX,D-Box Technologies Inc.,DBO," 23,753,327 "," 175,950,573 ", Technology ,,TSXV Grad,20110401,Quebec,Canada,,,,1,,,,,Hardware & Equipment,,,,,,,,C,,,,,," 12,145,696 "," 1,868,143 "," 2,218 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEL0011,TSX,Delphi Energy Corp.,DEE," 102,151,998 "," 186,597,351 ", Oil & Gas ,,TSXV Grad,20040803,AB,Canada,,,,1,1,,,,,,,,,,,,C,,,,,," 36,681,563 "," 12,843,977 "," 7,977 ", 8 ,,,"AB,BC",,,,,,1,,,,,,,,,,,,,,,,,,,
DEN0006,TSX,Denison Mines Corp.,DML," 360,031,999 "," 590,216,391 ", Mining ,,Other,20040312,ON,Canada,NYSE MKT,,,,,,,,,,,,,,,,C,,,,,," 58,945,945 "," 39,550,583 "," 24,303 ", 8 ,,,SK,,,,,,,,,,,,,,,,,,,,1,,,,,
DES0001,TSX,Descartes Systems Group Inc. (The),DSG," 3,972,427,642 "," 84,125,956 ", Technology ,,,19980121,ON,Canada,NasdaqGM,,,,,1,,,Software,,,,,,,,C,,,,,," 25,855,757 "," 1,240,254,572 "," 206,429 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DES0013,TSX,Desjardins 1-5 year Laddered Canadian Corporate Bond Index ETF,DCC," 9,765,000 "," 500,000 ", ETP ,,IPO,20170403,Quebec,Canada,,,,,,,,,,,,,,,,,C,Desjardins,ETP,Exchange Traded Funds,,," 8,723 "," 170,233 ", 34 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DES0014,TSX,Desjardins 1-5 year Laddered Canadian Government Bond Index ETF,DCG," 24,212,500 "," 1,250,000 ", ETP ,,IPO,20170403,Quebec,Canada,,,,,,,,,,,,,,,,,C,Desjardins,ETP,Exchange Traded Funds,,," 152,361 "," 2,941,328 ", 329 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DES0028,TSX,Desjardins Alt Long/Short Equity Market Neutral ETF,DANC," 122,927,000 "," 5,950,000 ", ETP ,,IPO,20190124,Quebec,Canada,,,,,,,,,,,,,,,,,C,Desjardins,ETP,Exchange Traded Funds,,," 2,158,743 "," 44,395,260 ", 424 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DES0015,TSX,Desjardins Canada Multifactor-Controlled Volatility ETF,DFC," 46,788,500 "," 2,350,000 ", ETP ,,IPO,20170403,Quebec,Canada,,,,,,,,,,,,,,,,,C,Desjardins,ETP,Exchange Traded Funds,,," 71,892 "," 1,435,934 ", 148 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DES0016,TSX,Desjardins Canadian Preferred Share Index ETF,DCP," 11,515,000 "," 700,000 ", ETP ,,IPO,20170403,Quebec,Canada,,,,,,,,,,,,,,,,,C,Desjardins,ETP,Exchange Traded Funds,,," 221,346 "," 3,954,932 ", 303 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DES0017,TSX,Desjardins Canadian Short Term Bond Index ETF,DCS," 13,713,000 "," 700,000 ", ETP ,,IPO,20170403,Quebec,Canada,,,,,,,,,,,,,,,,,C,Desjardins,ETP,Exchange Traded Funds,,," 14,999 "," 293,113 ", 91 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DES0018,TSX,Desjardins Canadian Universe Bond Index ETF,DCU," 4,152,000 "," 200,000 ", ETP ,,IPO,20170403,Quebec,Canada,,,,,,,,,,,,,,,,,C,Desjardins,ETP,Exchange Traded Funds,,," 13,445 "," 269,838 ", 66 , 7 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DES0020,TSX,Desjardins Developed ex-USA ex-Canada Multifactor-Controlled Volatility ETF,DFD," 27,162,000 "," 1,350,000 ", ETP ,,IPO,20170503,Quebec,Canada,,,,,,,,,,,,,,,,,C,Desjardins,ETP,Exchange Traded Funds,,," 113,280 "," 2,311,835 ", 323 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DES0021,TSX,Desjardins Emerging Markets Multifactor-Controlled Volatility ETF,DFE," 163,590,000 "," 9,500,000 ", ETP ,,IPO,20171201,Quebec,Canada,,,,,,,,,,,,,,,,,C,Desjardins,ETP,Exchange Traded Funds,,," 1,162,633 "," 21,592,457 ", 407 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DES0022,TSX,Desjardins RI Active Canadian Bond - Low CO2 ETF,DRCU," 36,856,000 "," 1,700,000 ", ETP ,,IPO,20180927,Quebec,Canada,,,,,,,,,,,,,,,,,C,Desjardins,ETP,Exchange Traded Funds,,," 24,933 "," 522,499 ", 79 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DES0023,TSX,Desjardins RI Canada - Low CO2 Index ETF,DRMC," 4,020,000 "," 200,000 ", ETP ,,IPO,20180927,Quebec,Canada,,,,,,,,,,,,,,,,,C,Desjardins,ETP,Exchange Traded Funds,,," 100,232 "," 2,004,453 ", 373 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DES0024,TSX,Desjardins RI Canada Multifactor - Low CO2 ETF,DRFC," 7,664,000 "," 400,000 ", ETP ,,IPO,20180927,Quebec,Canada,,,,,,,,,,,,,,,,,C,Desjardins,ETP,Exchange Traded Funds,,," 43,855 "," 865,843 ", 93 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DES0025,TSX,Desjardins RI Developed ex-USA ex-Canada Multifactor - Low CO2 ETF,DRFD," 4,747,500 "," 250,000 ", ETP ,,IPO,20180927,Quebec,Canada,,,,,,,,,,,,,,,,,C,Desjardins,ETP,Exchange Traded Funds,,," 34,948 "," 680,126 ", 111 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DES0029,TSX,Desjardins RI Emerging Markets Multifactor - Low CO2 ETF,DRFE," 2,658,000 "," 150,000 ", ETP ,,IPO,20190307,Quebec,Canada,,,,,,,,,,,,,,,,,C,Desjardins,ETP,Exchange Traded Funds,,," 18,368 "," 357,867 ", 137 , 6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DES0030,TSX,Desjardins RI Global Multifactor - Fossil Fuel Reserves Free ETF,DRFG," 4,026,000 "," 200,000 ", ETP ,,IPO,20190307,Quebec,Canada,,,,,,,,,,,,,,,,,C,Desjardins,ETP,Exchange Traded Funds,,," 43,992 "," 889,875 ", 159 , 6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DES0026,TSX,Desjardins RI USA - Low CO2 Index ETF,DRMU," 6,180,000 "," 300,000 ", ETP ,,IPO,20180927,Quebec,Canada,,,,,,,,,,,,,,,,,C,Desjardins,ETP,Exchange Traded Funds,,," 44,902 "," 895,144 ", 115 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DES0027,TSX,Desjardins RI USA Multifactor - Low CO2 ETF,DRFU," 6,189,000 "," 300,000 ", ETP ,,IPO,20180927,Quebec,Canada,,,,,,,,,,,,,,,,,C,Desjardins,ETP,Exchange Traded Funds,,," 2,379 "," 49,178 ", 25 , 6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DES0019,TSX,Desjardins USA Multifactor-Controlled Volatility ETF,DFU," 32,697,000 "," 1,350,000 ", ETP ,,IPO,20170403,Quebec,Canada,,,,,,,,,,,,,,,,,C,Desjardins,ETP,Exchange Traded Funds,,," 96,635 "," 2,234,747 ", 347 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DET0003,TSX,Detour Gold Corporation,DGC," 4,213,755,895 "," 176,677,396 ", Mining ,,IPO,20070130,ON,Canada,,,,,,1,,,,,,,,,,,C,,,,,," 136,204,702 "," 2,142,402,428 "," 696,493 ", 8 ,,,ON,,,,,,,1,,,,,,,,,,,,,,,,,,
DHX0001,TSX,DHX Media Ltd.,DHX," 328,912,267 "," 136,377,673 ", Comm & Media ,,IPO,20060518,NS,Canada,NasdaqGM,,,,,,,,,,,,,,,,C,,,,,," 37,737,258 "," 96,492,506 "," 103,993 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIG0008,TSX,Digital Consumer Dividend Fund,MDC," 56,943,000 "," 5,994,000 ", Closed-End Funds ,,IPO,20190627,ON,Canada,,,,,,,,,,,,,,,,,C,Middlefield,Other SPI,Fund of Equities,FI Trust,," 371,884 "," 3,641,486 ", 328 , 3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIR0006,TSX,DIRTT Environmental Solutions Ltd.,DRT," 578,373,716 "," 84,681,364 ", Clean Technology ,,IPO,20131128,AB,Canada,,,,,,,Industrial Products & Services,Low Impact Material and Products,,,,,,,,,C,,,,,," 19,649,910 "," 149,880,364 "," 86,001 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIR0027,TSX,Diversified Royalty Corp.,DIV," 352,151,980 "," 109,300,546 ", Industrial Products & Services ,,TSXV Grad,20141009,BC,Canada,,,,1,,,,,,,,,,,,,C,,,,,," 26,577,434 "," 98,639,666 "," 38,487 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIV0016,TSX,Dividend 15 Split Corp.,DFN," 944,680,835 "," 99,755,104 ", Closed-End Funds ,,IPO,20040315,ON,Canada,,,,,,,,,,,,,,,,,C,Quadravest,Other SPI,Split Shares,Split Share Corp.,," 25,797,724 "," 238,142,439 "," 46,031 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIV0021,TSX,Dividend 15 Split Corp. II,DF," 236,652,682 "," 32,868,428 ", Closed-End Funds ,,IPO,20061115,ON,Canada,,,,,,,,,,,,,,,,,C,Quadravest,Other SPI,Split Shares,Split Share Corp.,," 9,952,792 "," 56,264,223 "," 20,802 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIV0024,TSX,Dividend Growth Split Corp.,DGS," 547,950,861 "," 73,698,838 ", Closed-End Funds ,,IPO,20071230,ON,Canada,,,,,,,,,,,,,,,,,C,Brompton,Other SPI,Split Shares,Split Share Corp.,," 21,821,759 "," 125,533,503 "," 39,816 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIV0025,TSX,Dividend Select 15 Corp.,DS," 53,341,228 "," 7,631,077 ", Closed-End Funds ,,IPO,20101117,ON,Canada,,,,,,,,,,,,,,,,,C,Quadravest,Other SPI,Fund of Equities,FI Trust,," 1,594,675 "," 11,602,877 "," 3,128 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOL0002,TSX,Dollarama Inc.,DOL," 16,038,048,846 "," 314,780,154 ", Consumer Products & Services ,,IPO,20091015,Quebec,Canada,,,,,,60,,,,Consumer Discretionary,,,,,,,C,,,,,," 133,711,575 "," 5,485,701,679 "," 757,210 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOM0010,TSX,Domtar Corporation,UFS," 2,847,698,366 "," 65,001,104 ", Consumer Products & Services ,Forest Products & Paper,Other,20070305,Quebec,Canada,NYSE,,,,,,,,,Consumer Staples,,,,,,,U,,,,,," 7,715,531 "," 452,580,440 "," 73,218 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOR0003,TSX,Dorel Industries Inc.,DII," 298,971,555 "," 32,444,375 ", Consumer Products & Services ,,,19900712,Quebec,Canada,,,,,,,,,,Consumer Discretionary,,,,,,,C,,,,,," 10,382,026 "," 159,803,521 "," 66,922 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUN0010,TSX,Dream Global Real Estate Investment Trust,DRG," 2,815,645,641 "," 194,182,458 ", Real Estate ,,IPO,20110803,ON,Canada,,,,,,1,,,,,Diversified,,,,,,C,,Income Trust,,REIT,," 68,705,408 "," 938,688,516 "," 228,088 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRE0005,TSX,Dream Hard Asset Alternatives Trust,DRA," 549,127,953 "," 72,444,321 ", Real Estate ,,IPO,20140708,ON,Canada,,,,,,,,,,,Industrial/Office/Retail/Residential,,,,,,C,,,,,," 7,413,426 "," 53,419,195 "," 14,161 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUN0011,TSX,Dream Industrial Real Estate Investment Trust,DIR," 1,514,171,124 "," 120,267,762 ", Real Estate ,,IPO,20121004,ON,Canada,,,,,,1,,,,,Industrial/Office/Retail/Residential,,,,,,C,,Income Trust,,REIT,," 74,225,363 "," 856,349,224 "," 218,184 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUN0004,TSX,Dream Office Real Estate Investment Trust,D," 1,544,866,126 "," 56,671,538 ", Real Estate ,,TSXV Grad,19970709,ON,Canada,,,,1,1,1,,,,,Industrial/Office/Retail/Residential,,,,,,C,,Income Trust,,REIT,," 25,447,818 "," 615,319,933 "," 144,075 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRE0004,TSX,DREAM Unlimited Corp.,DRM," 909,265,323 "," 106,695,223 ", Real Estate ,,Other,20130531,ON,Canada,,,,,,,,,,,Industrial/Office/Retail/Residential,,,,,,C,,,,,," 11,811,005 "," 89,832,737 "," 45,299 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUN0002,TSX,Dundee Corporation,DC," 183,849,049 "," 105,177,423 ", Financial Services ,,,19911030,ON,Canada,,,,,,,,,,,,,,,,,C,,,,,," 11,283,421 "," 25,184,150 "," 11,384 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUN0006,TSX,Dundee Precious Metals Inc.,DPM," 941,013,108 "," 179,240,592 ", Mining ,,,19831101,ON,Canada,,,,,,,,,,,,,,,,,C,,,,,," 59,664,631 "," 261,327,902 "," 208,663 ", 8 ,Namibia,,,,,,"Bulgaria,Serbia",,,1,1,1,,,,,,,1,,,,,,,1,,
DEJ0002,TSX,DXI Energy Inc.,DXI," 7,336,717 "," 183,417,936 ", Oil & Gas ,,TSXV Grad,20081120,BC,Canada,,,OTCQB,1,,,,,,,,,,,,,C,,,,,," 19,287,640 "," 1,117,068 "," 1,873 ", 8 ,,,BC,,,,,CO,1,,,,,,,,,,,,,,,,,,,
DYN0019,TSX,Dynacor Gold Mines Inc.,DNG," 76,558,982 "," 39,060,705 ", Mining ,,Other,20071024,Quebec,Canada,,,,,,,,,,,,,,,,,C,,,,,," 4,484,575 "," 7,898,484 "," 9,579 ", 8 ,,,,,Peru,,,,,1,1,1,,,,,,,,,,,,,,,,
DYN0020,TSX,Dynamic iShares Active Canadian Dividend ETF,DXC," 42,966,000 "," 1,800,000 ", ETP ,,IPO,20170125,ON,Canada,,,,,,,,,,,,,,,,,C,BlackRock/iShares,ETP,Exchange Traded Funds,,," 741,477 "," 17,424,308 ", 582 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DYN0021,TSX,Dynamic iShares Active Crossover Bond ETF,DXO," 27,092,000 "," 1,300,000 ", ETP ,,IPO,20170125,ON,Canada,,,,,,,,,,,,,,,,,C,BlackRock/iShares,ETP,Exchange Traded Funds,,," 185,327 "," 3,727,765 ", 149 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DYN0022,TSX,Dynamic iShares Active Global Dividend ETF,DXG," 460,812,000 "," 13,200,000 ", ETP ,,IPO,20170125,ON,Canada,,,,,,,,,,,,,,,,,C,BlackRock/iShares,ETP,Exchange Traded Funds,,," 5,235,600 "," 173,187,766 "," 7,856 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DYN0025,TSX,Dynamic iShares Active Global Financial Services ETF,DXF," 13,487,250 "," 525,000 ", ETP ,,IPO,20170927,ON,Canada,,,,,,,,,,,,,,,,,C,BlackRock/iShares,ETP,Exchange Traded Funds,,," 103,457 "," 2,393,631 ", 262 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DYN0028,TSX,Dynamic iShares Active Investment Grade Floating Rate ETF,DXV," 41,811,000 "," 2,100,000 ", ETP ,,IPO,20180328,ON,Canada,,,,,,,,,,,,,,,,,C,BlackRock/iShares,ETP,Exchange Traded Funds,,," 657,248 "," 13,062,366 ", 456 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DYN0023,TSX,Dynamic iShares Active Preferred Shares ETF,DXP," 462,540,000 "," 26,000,000 ", ETP ,,IPO,20170125,ON,Canada,,,,,,,,,,,,,,,,,C,BlackRock/iShares,ETP,Exchange Traded Funds,,," 4,911,577 "," 91,732,196 "," 8,864 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DYN0026,TSX,Dynamic iShares Active Tactical Bond ETF,DXB," 157,946,000 "," 7,550,000 ", ETP ,,IPO,20170927,ON,Canada,,,,,,,,,,,,,,,,,C,BlackRock/iShares,ETP,Exchange Traded Funds,,," 1,413,109 "," 28,761,327 ", 840 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DYN0024,TSX,Dynamic iShares Active U.S. Dividend ETF,DXU," 235,777,500 "," 6,750,000 ", ETP ,,IPO,20170125,ON,Canada,,,,,,,,,,,,,,,,,C,BlackRock/iShares,ETP,Exchange Traded Funds,,," 1,505,073 "," 46,942,624 "," 3,801 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DYN0027,TSX,Dynamic iShares Active U.S. Mid-Cap ETF,DXZ," 5,535,000 "," 225,000 ", ETP ,,IPO,20170927,ON,Canada,,,,,,,,,,,,,,,,,C,BlackRock/iShares,ETP,Exchange Traded Funds,,," 11,550 "," 283,402 ", 81 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP0003,TSX,E Split Corp.,ENS," 72,216,340 "," 6,388,000 ", Closed-End Funds ,,IPO,20180629,AB,Canada,,,,,,,,,,,,,,,,,C,Middlefield,Other SPI,Fund of Equities,FI Trust,," 1,669,786 "," 22,465,265 "," 3,616 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EAG0005,TSX,Eagle Energy Inc.,EGL," 1,346,361 "," 44,878,686 ", Oil & Gas ,,IPO,20101124,AB,Canada,,,,,,,,,,,,,,,,,C,,,,,," 23,906,733 "," 2,006,557 "," 3,902 ", 8 ,,,,,,,,TX,1,,,,,,,,,,,,,,,,,,,
EAS0008,TSX,East Coast Investment Grade Income Fund,ECF," 119,488,746 "," 13,073,167 ", Closed-End Funds ,,IPO,20120518,ON,Canada,,,,,,,,,,,,,,,,,C,Arrow Capital,Other SPI,Fund of Debt,FI Trust,," 1,470,277 "," 13,545,505 "," 2,252 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELG0001,TSX,Eastern Platinum Limited,ELR," 27,791,710 "," 92,639,032 ", Mining ,,TSXV Grad,20050110,BC,Canada,JSE,,,1,1,,,,,,,,,,,,C,,,,,," 1,990,312 "," 482,624 ", 925 , 8 ,South Africa,,,,,,,,,,,,,,,1,,,,,,,,,,,,
EAS0005,TSX,Eastmain Resources Inc.,ER," 42,431,515 "," 242,465,798 ", Mining ,,,19961101,ON,Canada,,,,,,,,,,,,,,,,,C,,,,,," 57,323,774 "," 8,810,352 "," 8,277 ", 8 ,,,Quebec,,,,,,,1,,1,1,,,,,,,,,,,,,,,
EGI0002,TSX,Echelon Financial Holdings Inc.,EFH," 70,671,575 "," 11,978,233 ", Financial Services ,,IPO,20051207,ON,Canada,,,,,,,,,,,,,,,,,C,,,,,," 3,239,846 "," 31,859,163 "," 2,086 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECN0001,TSX,ECN Capital Corp.,ECN," 1,281,223,100 "," 248,004,957 ", Financial Services ,,Other,20160928,ON,Canada,,,,,,1,,,,,,,,,,,C,,,,,," 97,434,304 "," 423,318,886 "," 196,133 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECO0002,TSX,Economic Investment Trust Limited,EVT," 578,400,105 "," 5,615,535 ", Closed-End Funds ,,,19280403,ON,Canada,,,,,,,,,,,,,,,,,C,Sanford Bernstein,Other SPI,Fund of Equities,FI Trust,," 49,905 "," 5,285,003 ", 282 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
